ZIPCODE,MONTH,YEAR,CUSTOMERCLASS,COMBINED,TOTALCUSTOMERS,TOTALKWH,AVERAGEKWH
93730,1,2019,Elec- Agricultural,Y,0,0,NA
93730,2,2019,Elec- Agricultural,Y,0,0,NA
93730,3,2019,Elec- Agricultural,Y,0,0,NA
93737,1,2019,Elec- Agricultural,Y,0,0,NA
93737,2,2019,Elec- Agricultural,Y,0,0,NA
93737,3,2019,Elec- Agricultural,Y,0,0,NA
93740,1,2019,Elec- Agricultural,Y,0,0,NA
93740,2,2019,Elec- Agricultural,Y,0,0,NA
93740,3,2019,Elec- Agricultural,Y,0,0,NA
93741,1,2019,Elec- Agricultural,Y,0,0,NA
93741,2,2019,Elec- Agricultural,Y,0,0,NA
93741,3,2019,Elec- Agricultural,Y,0,0,NA
93901,1,2019,Elec- Agricultural,Y,0,0,NA
93901,2,2019,Elec- Agricultural,Y,0,0,NA
93901,3,2019,Elec- Agricultural,Y,0,0,NA
93905,1,2019,Elec- Agricultural,Y,0,0,NA
93905,2,2019,Elec- Agricultural,Y,0,0,NA
93905,3,2019,Elec- Agricultural,Y,0,0,NA
93906,1,2019,Elec- Agricultural,Y,0,0,NA
93906,2,2019,Elec- Agricultural,Y,0,0,NA
93906,3,2019,Elec- Agricultural,Y,0,0,NA
93907,1,2019,Elec- Agricultural,Y,0,0,NA
93907,2,2019,Elec- Agricultural,Y,0,0,NA
93907,3,2019,Elec- Agricultural,Y,0,0,NA
93908,1,2019,Elec- Agricultural,Y,0,0,NA
93908,2,2019,Elec- Agricultural,Y,0,0,NA
93908,3,2019,Elec- Agricultural,Y,0,0,NA
93920,1,2019,Elec- Agricultural,Y,0,0,NA
93920,2,2019,Elec- Agricultural,Y,0,0,NA
93920,3,2019,Elec- Agricultural,Y,0,0,NA
93923,1,2019,Elec- Agricultural,Y,0,0,NA
93923,2,2019,Elec- Agricultural,Y,0,0,NA
93923,3,2019,Elec- Agricultural,Y,0,0,NA
93924,1,2019,Elec- Agricultural,Y,0,0,NA
93924,2,2019,Elec- Agricultural,Y,0,0,NA
93924,3,2019,Elec- Agricultural,Y,0,0,NA
93925,1,2019,Elec- Agricultural,Y,0,0,NA
93925,2,2019,Elec- Agricultural,Y,0,0,NA
93925,3,2019,Elec- Agricultural,Y,0,0,NA
93926,1,2019,Elec- Agricultural,Y,0,0,NA
93926,2,2019,Elec- Agricultural,Y,0,0,NA
93926,3,2019,Elec- Agricultural,Y,0,0,NA
93927,1,2019,Elec- Agricultural,Y,0,0,NA
93927,2,2019,Elec- Agricultural,Y,0,0,NA
93927,3,2019,Elec- Agricultural,Y,0,0,NA
93930,1,2019,Elec- Agricultural,Y,0,0,NA
93930,2,2019,Elec- Agricultural,Y,0,0,NA
93930,3,2019,Elec- Agricultural,Y,0,0,NA
93932,1,2019,Elec- Agricultural,Y,0,0,NA
93932,2,2019,Elec- Agricultural,Y,0,0,NA
93932,3,2019,Elec- Agricultural,Y,0,0,NA
