ZIPCODE,MONTH,YEAR,CUSTOMERCLASS,COMBINED,TOTALCUSTOMERS,TOTALTHM,AVERAGETHM,DATE,TOTALKBTU
93665,11,2017,Gas- Residential,N,181,5706,32,2017-11-01,570463.6266
93665,12,2017,Gas- Residential,N,179,11055,62,2017-12-01,1105235.7855
93667,9,2017,Gas- Residential,Y,0,0,NA,2017-09-01,0
93667,10,2017,Gas- Residential,Y,0,0,NA,2017-10-01,0
93667,11,2017,Gas- Residential,Y,0,0,NA,2017-11-01,0
93667,12,2017,Gas- Residential,Y,0,0,NA,2017-12-01,0
93668,9,2017,Gas- Residential,N,199,2472,12,2017-09-01,247140.9192
93668,10,2017,Gas- Residential,N,198,3346,17,2017-10-01,334520.0306
93668,11,2017,Gas- Residential,N,198,4949,25,2017-11-01,494781.7189
93668,12,2017,Gas- Residential,N,196,11757,60,2017-12-01,1175419.0077
93701,9,2017,Gas- Residential,N,3393,52118,15,2017-09-01,5210554.3798
93701,10,2017,Gas- Residential,N,3392,65926,19,2017-10-01,6591024.3686
93701,11,2017,Gas- Residential,N,3399,88824,26,2017-11-01,8880277.1064
93701,12,2017,Gas- Residential,N,3395,169445,50,2017-12-01,16940450.2645
93702,9,2017,Gas- Residential,N,11444,183355,16,2017-09-01,18331117.8155
93702,10,2017,Gas- Residential,N,11433,238803,21,2017-10-01,23874592.6083
93702,11,2017,Gas- Residential,N,11429,328840,29,2017-11-01,32876140.724
93702,12,2017,Gas- Residential,N,11419,668310,59,2017-12-01,66815027.391
93703,9,2017,Gas- Residential,N,9589,143058,15,2017-09-01,14302380.9138
93703,10,2017,Gas- Residential,N,9573,188168,20,2017-10-01,18812302.7848
93703,11,2017,Gas- Residential,N,9576,297714,31,2017-11-01,29764284.6354
93703,12,2017,Gas- Residential,N,9556,636768,67,2017-12-01,63661581.2448
93704,9,2017,Gas- Residential,N,11247,154845,14,2017-09-01,15480799.2045
93704,10,2017,Gas- Residential,N,11245,209630,19,2017-10-01,20957989.843
93704,11,2017,Gas- Residential,N,11250,380126,34,2017-11-01,38003514.9886
93704,12,2017,Gas- Residential,N,11251,914826,81,2017-12-01,91460735.6586
93705,9,2017,Gas- Residential,N,11850,171067,14,2017-09-01,17102611.4987
93705,10,2017,Gas- Residential,N,11834,228774,19,2017-10-01,22871932.3014
93705,11,2017,Gas- Residential,N,11839,354350,30,2017-11-01,35426531.035
93705,12,2017,Gas- Residential,N,11821,805371,68,2017-12-01,80517851.6331
93706,9,2017,Gas- Residential,N,8159,128333,16,2017-09-01,12830232.8413
93706,10,2017,Gas- Residential,N,8166,173269,21,2017-10-01,17322758.8709
93706,11,2017,Gas- Residential,N,8188,271904,33,2017-11-01,27183901.4944
93706,12,2017,Gas- Residential,N,8191,522513,64,2017-12-01,52238811.9393
93710,9,2017,Gas- Residential,N,10786,133384,12,2017-09-01,13335212.1224
93710,10,2017,Gas- Residential,N,10768,177915,17,2017-10-01,17787247.8315
93710,11,2017,Gas- Residential,N,10768,294445,27,2017-11-01,29437462.7645
93710,12,2017,Gas- Residential,N,10738,678450,63,2017-12-01,67828785.045
93711,9,2017,Gas- Residential,N,15337,230606,15,2017-09-01,23055088.5166
93711,10,2017,Gas- Residential,N,15315,323660,21,2017-10-01,32358264.526
93711,11,2017,Gas- Residential,N,15297,589765,39,2017-11-01,58962404.6165
93711,12,2017,Gas- Residential,N,15299,1465700,96,2017-12-01,146534969.77
93720,9,2017,Gas- Residential,N,17598,234726,13,2017-09-01,23466990.0486
93720,10,2017,Gas- Residential,N,17585,317561,18,2017-10-01,31748510.2921
93720,11,2017,Gas- Residential,N,17588,548844,31,2017-11-01,54871282.6284
93720,12,2017,Gas- Residential,N,17606,1433280,81,2017-12-01,143293744.608
93721,9,2017,Gas- Residential,N,1405,15909,11,2017-09-01,1590519.7749
93721,10,2017,Gas- Residential,N,1407,27455,20,2017-10-01,2744843.8255
93721,11,2017,Gas- Residential,N,1406,31134,22,2017-11-01,3112655.8974
93721,12,2017,Gas- Residential,N,1404,62109,44,2017-12-01,6209415.5949
93722,9,2017,Gas- Residential,N,25548,352931,14,2017-09-01,35284664.9491
93722,10,2017,Gas- Residential,N,25549,451366,18,2017-10-01,45125812.3526
93722,11,2017,Gas- Residential,N,25550,707791,28,2017-11-01,70762183.7951
93722,12,2017,Gas- Residential,N,25549,1690448,66,2017-12-01,169004398.2928
93723,9,2017,Gas- Residential,N,2391,30946,13,2017-09-01,3093860.3906
93723,10,2017,Gas- Residential,N,2387,42684,18,2017-10-01,4267379.8524
93723,11,2017,Gas- Residential,N,2398,70845,30,2017-11-01,7082806.8045
93723,12,2017,Gas- Residential,N,2394,186562,78,2017-12-01,18651741.1682
93725,9,2017,Gas- Residential,N,5135,84993,17,2017-09-01,8497268.6673
93725,10,2017,Gas- Residential,N,5143,101525,20,2017-10-01,10150073.5525
93725,11,2017,Gas- Residential,N,5148,145496,28,2017-11-01,14546122.6456
93725,12,2017,Gas- Residential,N,5151,311294,60,2017-12-01,31121960.0734
93726,9,2017,Gas- Residential,N,13909,194594,14,2017-09-01,19454749.2034
93726,10,2017,Gas- Residential,N,13907,254301,18,2017-10-01,25424022.2061
93726,11,2017,Gas- Residential,N,13902,400264,29,2017-11-01,40016833.6904
93726,12,2017,Gas- Residential,N,13847,896325,65,2017-12-01,89611077.8325
93727,9,2017,Gas- Residential,N,21743,294391,14,2017-09-01,29432064.0551
93727,10,2017,Gas- Residential,N,21728,392574,18,2017-10-01,39248017.4814
93727,11,2017,Gas- Residential,N,21746,621374,29,2017-11-01,62122549.1614
93727,12,2017,Gas- Residential,N,21784,1497824,69,2017-12-01,149746602.0064
93728,9,2017,Gas- Residential,N,5198,72758,14,2017-09-01,7274061.0838
93728,10,2017,Gas- Residential,N,5190,99389,19,2017-10-01,9936524.6029
93728,11,2017,Gas- Residential,N,5176,166212,32,2017-11-01,16617227.5332
93728,12,2017,Gas- Residential,N,5162,377178,73,2017-12-01,37708785.4458
93730,9,2017,Gas- Residential,Y,4097,57908,14,2017-09-01,5789415.9988
93730,10,2017,Gas- Residential,Y,4112,80123,19,2017-10-01,8010385.0603
93730,11,2017,Gas- Residential,Y,4146,146695,35,2017-11-01,14665993.9895
93730,12,2017,Gas- Residential,Y,4165,406407,98,2017-12-01,40630986.8727
93737,9,2017,Gas- Residential,N,773,8235,11,2017-09-01,823303.1835
93737,10,2017,Gas- Residential,N,776,11104,14,2017-10-01,1110134.6144
93737,11,2017,Gas- Residential,N,778,16758,22,2017-11-01,1675399.4838
93737,12,2017,Gas- Residential,N,780,50249,64,2017-12-01,5023699.0489
93901,9,2017,Gas- Residential,N,9027,169234,19,2017-09-01,16919355.3074
93901,10,2017,Gas- Residential,N,9022,228983,25,2017-10-01,22892827.3063
93901,11,2017,Gas- Residential,N,9010,309408,34,2017-11-01,30933405.1488
93901,12,2017,Gas- Residential,N,9006,535499,59,2017-12-01,53537101.5739
93905,9,2017,Gas- Residential,N,12072,289251,24,2017-09-01,28918186.9011
93905,10,2017,Gas- Residential,N,12055,335226,28,2017-10-01,33514588.0986
93905,11,2017,Gas- Residential,N,12050,367176,30,2017-11-01,36708824.4936
93905,12,2017,Gas- Residential,N,12053,465124,39,2017-12-01,46501283.5364
93906,9,2017,Gas- Residential,N,15558,323694,21,2017-09-01,32361663.7134
93906,10,2017,Gas- Residential,N,15573,392725,25,2017-10-01,39263113.8725
93906,11,2017,Gas- Residential,N,15581,477231,31,2017-11-01,47711694.1791
93906,12,2017,Gas- Residential,N,15591,715646,46,2017-12-01,71547496.0606
93907,9,2017,Gas- Residential,N,4995,95127,19,2017-09-01,9510426.4647
93907,10,2017,Gas- Residential,N,4983,122984,25,2017-10-01,12295460.6824
93907,11,2017,Gas- Residential,N,4998,165205,33,2017-11-01,16516551.6005
93907,12,2017,Gas- Residential,N,5008,263391,53,2017-12-01,26332804.9551
93908,9,2017,Gas- Residential,N,3047,71986,24,2017-09-01,7196879.5346
93908,10,2017,Gas- Residential,N,3040,108568,36,2017-10-01,10854205.2248
93908,11,2017,Gas- Residential,N,3042,171515,56,2017-11-01,17147400.7915
93908,12,2017,Gas- Residential,N,3046,321881,106,2017-12-01,32180407.0441
93920,9,2017,Gas- Residential,Y,0,0,NA,2017-09-01,0
93920,10,2017,Gas- Residential,Y,0,0,NA,2017-10-01,0
93920,11,2017,Gas- Residential,Y,0,0,NA,2017-11-01,0
93920,12,2017,Gas- Residential,Y,0,0,NA,2017-12-01,0
93921,9,2017,Gas- Residential,N,1659,35842,22,2017-09-01,3583343.3762
93921,10,2017,Gas- Residential,N,1660,53815,32,2017-10-01,5380213.8215
93921,11,2017,Gas- Residential,N,1658,76089,46,2017-11-01,7607081.4729
93921,12,2017,Gas- Residential,N,1659,116789,70,2017-12-01,11676108.7429
93923,9,2017,Gas- Residential,N,5387,144269,27,2017-09-01,14423451.9709
93923,10,2017,Gas- Residential,N,5410,220173,41,2017-10-01,22012037.8653
93923,11,2017,Gas- Residential,N,5406,323833,60,2017-11-01,32375560.3913
93923,12,2017,Gas- Residential,N,5405,507070,94,2017-12-01,50694881.027
93924,9,2017,Gas- Residential,N,1453,35756,25,2017-09-01,3574745.4316
93924,10,2017,Gas- Residential,N,1453,54922,38,2017-10-01,5490887.3642
93924,11,2017,Gas- Residential,N,1455,88785,61,2017-11-01,8876378.0385
93924,12,2017,Gas- Residential,N,1453,140663,97,2017-12-01,14062938.1543
93925,9,2017,Gas- Residential,N,241,5885,24,2017-09-01,588359.3485
93925,10,2017,Gas- Residential,N,241,6908,29,2017-10-01,690634.8988
93925,11,2017,Gas- Residential,N,240,7755,32,2017-11-01,775314.6555
93925,12,2017,Gas- Residential,N,241,10298,43,2017-12-01,1029553.8778
93926,9,2017,Gas- Residential,N,2010,45059,22,2017-09-01,4504823.0899
93926,10,2017,Gas- Residential,N,2008,53962,27,2017-10-01,5394910.3082
93926,11,2017,Gas- Residential,N,2005,64414,32,2017-11-01,6439860.5054
93926,12,2017,Gas- Residential,N,2003,95805,48,2017-12-01,9578210.2605
93927,9,2017,Gas- Residential,Y,3871,86390,22,2017-09-01,8636935.279
93927,10,2017,Gas- Residential,Y,3877,102133,26,2017-10-01,10210859.0213
93927,11,2017,Gas- Residential,Y,3881,119852,31,2017-11-01,11982335.5372
93927,12,2017,Gas- Residential,Y,3874,174504,45,2017-12-01,17446229.3544
93930,9,2017,Gas- Residential,Y,3467,74373,21,2017-09-01,7435522.4853
93930,10,2017,Gas- Residential,Y,3458,90282,26,2017-10-01,9026042.2602
93930,11,2017,Gas- Residential,Y,3460,111211,32,2017-11-01,11118442.0571
93930,12,2017,Gas- Residential,Y,3471,183294,53,2017-12-01,18325019.2734
93933,9,2017,Gas- Residential,N,7786,131183,17,2017-09-01,13115164.7263
93933,10,2017,Gas- Residential,N,7823,183967,24,2017-10-01,18392303.1887
93933,11,2017,Gas- Residential,N,7843,236331,30,2017-11-01,23627451.6891
93933,12,2017,Gas- Residential,N,7864,409072,52,2017-12-01,40897423.1792
93940,9,2017,Gas- Residential,Y,11331,221567,20,2017-09-01,22151404.5487
93940,10,2017,Gas- Residential,Y,11289,322182,29,2017-10-01,32210499.8502
93940,11,2017,Gas- Residential,Y,11319,433625,38,2017-11-01,43352136.3625
93940,12,2017,Gas- Residential,Y,11292,699791,62,2017-12-01,69962374.9951
93943,9,2017,Gas- Residential,Y,0,0,NA,2017-09-01,0
93943,10,2017,Gas- Residential,Y,0,0,NA,2017-10-01,0
93943,11,2017,Gas- Residential,Y,0,0,NA,2017-11-01,0
93943,12,2017,Gas- Residential,Y,0,0,NA,2017-12-01,0
93950,9,2017,Gas- Residential,N,6833,130163,19,2017-09-01,13013189.1043
93950,10,2017,Gas- Residential,N,6847,198900,29,2017-10-01,19885246.29
93950,11,2017,Gas- Residential,N,6834,252747,37,2017-11-01,25268659.3467
93950,12,2017,Gas- Residential,N,6826,398101,58,2017-12-01,39800585.3861
93953,9,2017,Gas- Residential,N,2686,87735,33,2017-09-01,8771403.1335
93953,10,2017,Gas- Residential,N,2687,142814,53,2017-10-01,14277986.7454
93953,11,2017,Gas- Residential,N,2684,188124,70,2017-11-01,18807903.8364
93953,12,2017,Gas- Residential,N,2685,289248,108,2017-12-01,28917886.9728
93955,9,2017,Gas- Residential,N,8617,174153,20,2017-09-01,17411137.7433
93955,10,2017,Gas- Residential,N,8623,236938,27,2017-10-01,23688137.1818
93955,11,2017,Gas- Residential,N,8621,299849,35,2017-11-01,29977733.6089
93955,12,2017,Gas- Residential,N,8634,474566,55,2017-12-01,47445257.8726
93960,9,2017,Gas- Residential,N,4094,87793,21,2017-09-01,8777201.7473
93960,10,2017,Gas- Residential,N,4105,105009,26,2017-10-01,10498390.2849
93960,11,2017,Gas- Residential,N,4115,123661,30,2017-11-01,12363144.5021
93960,12,2017,Gas- Residential,N,4117,187876,46,2017-12-01,18783109.7636
93962,9,2017,Gas- Residential,N,270,5742,21,2017-09-01,574062.7662
93962,10,2017,Gas- Residential,N,271,7770,29,2017-10-01,776814.297
93962,11,2017,Gas- Residential,N,269,10641,40,2017-11-01,1063845.6801
93962,12,2017,Gas- Residential,N,266,18313,69,2017-12-01,1830862.3193
94002,9,2017,Gas- Residential,N,9411,172063,18,2017-09-01,17202187.6943
94002,10,2017,Gas- Residential,N,9402,241569,26,2017-10-01,24151126.5009
94002,11,2017,Gas- Residential,N,9411,412666,44,2017-11-01,41256737.2826
94002,12,2017,Gas- Residential,N,9398,699894,74,2017-12-01,69972672.5334
94005,9,2017,Gas- Residential,N,1701,28862,17,2017-09-01,2885510.1982
94005,10,2017,Gas- Residential,N,1705,45434,27,2017-10-01,4542314.1274
94005,11,2017,Gas- Residential,N,1708,58304,34,2017-11-01,5829006.5344
94005,12,2017,Gas- Residential,N,1711,95685,56,2017-12-01,9566213.1285
94010,9,2017,Gas- Residential,N,14388,418664,29,2017-09-01,41856393.9304
94010,10,2017,Gas- Residential,N,14374,587267,41,2017-10-01,58712664.3187
94010,11,2017,Gas- Residential,N,14376,915087,64,2017-11-01,91486829.4207
94010,12,2017,Gas- Residential,N,14356,1555573,108,2017-12-01,155520121.8053
94014,9,2017,Gas- Residential,N,11719,252866,22,2017-09-01,25280556.5026
94014,10,2017,Gas- Residential,N,11750,304101,26,2017-10-01,30402831.9861
94014,11,2017,Gas- Residential,N,11770,372675,32,2017-11-01,37258593.0675
94014,12,2017,Gas- Residential,N,11774,538085,46,2017-12-01,53795639.7685
94015,9,2017,Gas- Residential,N,15289,344984,23,2017-09-01,34490154.8824
94015,10,2017,Gas- Residential,N,15264,434197,28,2017-10-01,43409322.6917
94015,11,2017,Gas- Residential,N,15285,546704,36,2017-11-01,54657333.7744
94015,12,2017,Gas- Residential,N,15281,804775,53,2017-12-01,80458265.8775
94018,9,2017,Gas- Residential,N,1634,30152,18,2017-09-01,3014479.3672
94018,10,2017,Gas- Residential,N,1640,43924,27,2017-10-01,4391350.2164
94018,11,2017,Gas- Residential,N,1642,61105,37,2017-11-01,6109039.5905
94018,12,2017,Gas- Residential,N,1640,88022,54,2017-12-01,8800096.2742
94019,9,2017,Gas- Residential,N,4013,87303,22,2017-09-01,8728213.4583
94019,10,2017,Gas- Residential,N,4015,144948,36,2017-10-01,14491335.7428
94019,11,2017,Gas- Residential,N,4015,182486,45,2017-11-01,18244238.5846
94019,12,2017,Gas- Residential,N,4015,258919,64,2017-12-01,25885711.8359
94020,9,2017,Gas- Residential,Y,0,0,NA,2017-09-01,0
94020,10,2017,Gas- Residential,Y,0,0,NA,2017-10-01,0
94020,11,2017,Gas- Residential,Y,0,0,NA,2017-11-01,0
94020,12,2017,Gas- Residential,Y,0,0,NA,2017-12-01,0
94022,9,2017,Gas- Residential,N,6616,181698,27,2017-09-01,18165457.4178
94022,10,2017,Gas- Residential,N,6635,269163,41,2017-10-01,26909867.0043
94022,11,2017,Gas- Residential,N,6647,488239,73,2017-11-01,48812231.0879
94022,12,2017,Gas- Residential,N,6651,898024,135,2017-12-01,89780937.2264
94024,9,2017,Gas- Residential,N,7564,178702,24,2017-09-01,17865929.0222
94024,10,2017,Gas- Residential,N,7567,266671,35,2017-10-01,26660726.5631
94024,11,2017,Gas- Residential,N,7571,504017,67,2017-11-01,50389653.9937
94024,12,2017,Gas- Residential,N,7575,948519,125,2017-12-01,94829230.3959
94025,9,2017,Gas- Residential,N,14476,310137,21,2017-09-01,31006287.7257
94025,10,2017,Gas- Residential,N,14492,463720,32,2017-10-01,46360917.092
94025,11,2017,Gas- Residential,N,14511,776276,53,2017-11-01,77609047.0036
94025,12,2017,Gas- Residential,N,14490,1402468,97,2017-12-01,140213281.0148
94027,9,2017,Gas- Residential,N,2361,161094,68,2017-09-01,16105549.8534
94027,10,2017,Gas- Residential,N,2363,255291,108,2017-10-01,25522998.5451
94027,11,2017,Gas- Residential,N,2357,361858,154,2017-11-01,36177151.5938
94027,12,2017,Gas- Residential,N,2355,600434,255,2017-12-01,60029049.6274
94028,9,2017,Gas- Residential,N,2238,73042,33,2017-09-01,7302454.2962
94028,10,2017,Gas- Residential,N,2239,116568,52,2017-10-01,11654014.0248
94028,11,2017,Gas- Residential,N,2241,212351,95,2017-11-01,21230024.8111
94028,12,2017,Gas- Residential,N,2244,350406,156,2017-12-01,35032225.2966
94030,9,2017,Gas- Residential,N,7210,138869,19,2017-09-01,13883581.0309
94030,10,2017,Gas- Residential,N,7204,184434,26,2017-10-01,18438992.0274
94030,11,2017,Gas- Residential,N,7216,301575,42,2017-11-01,30150292.3575
94030,12,2017,Gas- Residential,N,7231,519183,72,2017-12-01,51905891.5263
94037,9,2017,Gas- Residential,N,778,15691,20,2017-09-01,1568724.9851
94037,10,2017,Gas- Residential,N,779,25772,33,2017-10-01,2576584.0492
94037,11,2017,Gas- Residential,N,778,33976,44,2017-11-01,3396787.9736
94037,12,2017,Gas- Residential,N,780,49436,63,2017-12-01,4942418.4796
94038,9,2017,Gas- Residential,N,600,15587,26,2017-09-01,1558327.4707
94038,10,2017,Gas- Residential,N,600,23177,39,2017-10-01,2317146.0697
94038,11,2017,Gas- Residential,N,600,29243,49,2017-11-01,2923601.0923
94038,12,2017,Gas- Residential,N,599,39712,66,2017-12-01,3970250.8832
94040,9,2017,Gas- Residential,N,9836,193706,20,2017-09-01,19365970.4266
94040,10,2017,Gas- Residential,N,9814,264685,27,2017-10-01,26462174.0285
94040,11,2017,Gas- Residential,N,9830,422993,43,2017-11-01,42289190.4673
94040,12,2017,Gas- Residential,N,9844,755330,77,2017-12-01,75514947.613
94041,9,2017,Gas- Residential,N,5221,87188,17,2017-09-01,8716716.2068
94041,10,2017,Gas- Residential,N,5228,114453,22,2017-10-01,11442564.5733
94041,11,2017,Gas- Residential,N,5223,181523,35,2017-11-01,18147961.6003
94041,12,2017,Gas- Residential,N,5233,325286,62,2017-12-01,32520825.6646
94043,9,2017,Gas- Residential,N,8373,161595,19,2017-09-01,16155637.8795
94043,10,2017,Gas- Residential,N,8386,211517,25,2017-10-01,21146644.7437
94043,11,2017,Gas- Residential,N,8414,314461,37,2017-11-01,31438584.3821
94043,12,2017,Gas- Residential,N,8424,550207,65,2017-12-01,55007550.0527
94044,9,2017,Gas- Residential,N,12574,253399,20,2017-09-01,25333843.7639
94044,10,2017,Gas- Residential,N,12572,355187,28,2017-10-01,35510211.0307
94044,11,2017,Gas- Residential,N,12587,471826,37,2017-11-01,47171323.3586
94044,12,2017,Gas- Residential,N,12586,692080,55,2017-12-01,69191459.288
94061,9,2017,Gas- Residential,N,12249,206182,17,2017-09-01,20613272.2502
94061,10,2017,Gas- Residential,N,12238,287917,24,2017-10-01,28784818.7837
94061,11,2017,Gas- Residential,N,12244,484702,40,2017-11-01,48458615.6222
94061,12,2017,Gas- Residential,N,12247,893600,73,2017-12-01,89338642.96
94062,9,2017,Gas- Residential,N,8589,230211,27,2017-09-01,23015597.9571
94062,10,2017,Gas- Residential,N,8595,336571,39,2017-10-01,33649055.9531
94062,11,2017,Gas- Residential,N,8594,577774,67,2017-11-01,57763591.2014
94062,12,2017,Gas- Residential,N,8599,1006843,117,2017-12-01,100660236.4523
94063,9,2017,Gas- Residential,N,6864,128185,19,2017-09-01,12815436.3785
94063,10,2017,Gas- Residential,N,6861,172726,25,2017-10-01,17268471.8486
94063,11,2017,Gas- Residential,N,6864,235539,34,2017-11-01,23548270.6179
94063,12,2017,Gas- Residential,N,6848,399139,58,2017-12-01,39904360.5779
94065,9,2017,Gas- Residential,N,4210,64037,15,2017-09-01,6402169.5157
94065,10,2017,Gas- Residential,N,4201,85057,20,2017-10-01,8503667.1377
94065,11,2017,Gas- Residential,N,4206,137990,33,2017-11-01,13795702.039
94065,12,2017,Gas- Residential,N,4206,271416,65,2017-12-01,27135113.1576
94066,9,2017,Gas- Residential,N,11382,237010,21,2017-09-01,23695335.461
94066,10,2017,Gas- Residential,N,11391,313227,27,2017-10-01,31315213.8747
94066,11,2017,Gas- Residential,N,11391,459537,40,2017-11-01,45942717.0657
94066,12,2017,Gas- Residential,N,11397,734685,64,2017-12-01,73450941.0285
94070,9,2017,Gas- Residential,N,11113,201783,18,2017-09-01,20173477.3863
94070,10,2017,Gas- Residential,N,11117,279878,25,2017-10-01,27981110.9158
94070,11,2017,Gas- Residential,N,11131,499893,45,2017-11-01,49977352.5573
94070,12,2017,Gas- Residential,N,11131,897656,81,2017-12-01,89744146.0216
94080,9,2017,Gas- Residential,N,17440,357716,21,2017-09-01,35763050.5876
94080,10,2017,Gas- Residential,N,17442,456620,26,2017-10-01,45651086.782
94080,11,2017,Gas- Residential,N,17454,594542,34,2017-11-01,59439990.4462
94080,12,2017,Gas- Residential,N,17440,944489,54,2017-12-01,94426326.7129
94085,9,2017,Gas- Residential,N,5605,114421,20,2017-09-01,11439365.3381
94085,10,2017,Gas- Residential,N,5602,142691,25,2017-10-01,14265689.6851
94085,11,2017,Gas- Residential,N,5607,190948,34,2017-11-01,19090236.3428
94085,12,2017,Gas- Residential,N,5612,317983,57,2017-12-01,31790700.2063
94086,9,2017,Gas- Residential,N,12229,238699,20,2017-09-01,23864195.0939
94086,10,2017,Gas- Residential,N,12211,315469,26,2017-10-01,31539360.2909
94086,11,2017,Gas- Residential,N,12220,476083,39,2017-11-01,47596921.6163
94086,12,2017,Gas- Residential,N,12237,845715,69,2017-12-01,84551287.4115
94087,9,2017,Gas- Residential,N,17105,279093,16,2017-09-01,27902629.6773
94087,10,2017,Gas- Residential,N,17092,408195,24,2017-10-01,40809744.1395
94087,11,2017,Gas- Residential,N,17073,744152,44,2017-11-01,74397414.7672
94087,12,2017,Gas- Residential,N,17075,1404055,82,2017-12-01,140371943.0855
94089,9,2017,Gas- Residential,N,3356,78304,23,2017-09-01,7828528.5344
94089,10,2017,Gas- Residential,N,3356,95362,28,2017-10-01,9533920.8482
94089,11,2017,Gas- Residential,N,3363,132608,39,2017-11-01,13257630.6688
94089,12,2017,Gas- Residential,N,3372,228934,68,2017-12-01,22887928.4774
94102,9,2017,Gas- Residential,N,5423,164587,30,2017-09-01,16454766.3707
94102,10,2017,Gas- Residential,N,5392,192202,36,2017-10-01,19215606.3722
94102,11,2017,Gas- Residential,N,5389,236068,44,2017-11-01,23601157.9748
94102,12,2017,Gas- Residential,N,5371,294554,55,2017-12-01,29448360.1594
94103,9,2017,Gas- Residential,N,5848,155154,27,2017-09-01,15511691.8194
94103,10,2017,Gas- Residential,N,5851,179636,31,2017-10-01,17959306.6996
94103,11,2017,Gas- Residential,N,5847,208519,36,2017-11-01,20846916.3959
94103,12,2017,Gas- Residential,N,5851,272539,47,2017-12-01,27247386.3179
94104,9,2017,Gas- Residential,Y,0,0,NA,2017-09-01,0
94104,10,2017,Gas- Residential,Y,0,0,NA,2017-10-01,0
94104,11,2017,Gas- Residential,Y,0,0,NA,2017-11-01,0
94104,12,2017,Gas- Residential,Y,0,0,NA,2017-12-01,0
94105,9,2017,Gas- Residential,N,195,19390,99,2017-09-01,1938536.579
94105,10,2017,Gas- Residential,N,194,21924,113,2017-10-01,2191876.0164
94105,11,2017,Gas- Residential,N,194,27025,139,2017-11-01,2701854.1025
94105,12,2017,Gas- Residential,N,196,34545,176,2017-12-01,3453674.3745
94107,9,2017,Gas- Residential,Y,5567,135029,24,2017-09-01,13499672.8069
94107,10,2017,Gas- Residential,Y,5567,160875,29,2017-10-01,16083655.0875
94107,11,2017,Gas- Residential,Y,5571,210968,38,2017-11-01,21091757.8648
94107,12,2017,Gas- Residential,Y,5608,301688,54,2017-12-01,30161589.6568
94108,9,2017,Gas- Residential,Y,3498,108962,31,2017-09-01,10893595.8082
94108,10,2017,Gas- Residential,Y,3516,122277,35,2017-10-01,12224777.5797
94108,11,2017,Gas- Residential,Y,3524,149984,43,2017-11-01,14994815.3824
94108,12,2017,Gas- Residential,Y,3528,188247,53,2017-12-01,18820200.8967
94109,9,2017,Gas- Residential,N,19670,549118,28,2017-09-01,54898676.0798
94109,10,2017,Gas- Residential,N,19704,675004,34,2017-10-01,67484267.4044
94109,11,2017,Gas- Residential,N,19666,858182,44,2017-11-01,85797689.4502
94109,12,2017,Gas- Residential,N,19637,1061020,54,2017-12-01,106076641.622
94110,9,2017,Gas- Residential,N,22295,400570,18,2017-09-01,40047426.377
94110,10,2017,Gas- Residential,N,22303,495409,22,2017-10-01,49529059.7249
94110,11,2017,Gas- Residential,N,22279,656857,29,2017-11-01,65670001.1177
94110,12,2017,Gas- Residential,N,22256,964680,43,2017-12-01,96444944.148
94111,9,2017,Gas- Residential,Y,0,0,NA,2017-09-01,0
94111,10,2017,Gas- Residential,Y,0,0,NA,2017-10-01,0
94111,11,2017,Gas- Residential,Y,0,0,NA,2017-11-01,0
94111,12,2017,Gas- Residential,Y,0,0,NA,2017-12-01,0
94112,9,2017,Gas- Residential,N,18495,425674,23,2017-09-01,42557226.3914
94112,10,2017,Gas- Residential,N,18500,514294,28,2017-10-01,51417108.3734
94112,11,2017,Gas- Residential,N,18504,642412,35,2017-11-01,64225846.3532
94112,12,2017,Gas- Residential,N,18475,932472,50,2017-12-01,93224913.9192
94114,9,2017,Gas- Residential,N,14516,262679,18,2017-09-01,26261621.9719
94114,10,2017,Gas- Residential,N,14500,340290,23,2017-10-01,34020867.069
94114,11,2017,Gas- Residential,N,14489,483536,33,2017-11-01,48342043.4896
94114,12,2017,Gas- Residential,N,14473,731690,51,2017-12-01,73151512.609
94115,9,2017,Gas- Residential,N,10805,307355,28,2017-09-01,30728154.2155
94115,10,2017,Gas- Residential,N,10807,392267,36,2017-10-01,39217324.8187
94115,11,2017,Gas- Residential,N,10807,517569,48,2017-11-01,51744530.1009
94115,12,2017,Gas- Residential,N,10798,698038,65,2017-12-01,69787116.8918
94116,9,2017,Gas- Residential,N,12987,265782,20,2017-09-01,26571847.8102
94116,10,2017,Gas- Residential,N,13085,341085,26,2017-10-01,34100348.0685
94116,11,2017,Gas- Residential,N,13105,463070,35,2017-11-01,46295932.627
94116,12,2017,Gas- Residential,N,13096,699720,53,2017-12-01,69955276.692
94117,9,2017,Gas- Residential,N,15898,310999,20,2017-09-01,31092467.1239
94117,10,2017,Gas- Residential,N,15900,401205,25,2017-10-01,40110911.2005
94117,11,2017,Gas- Residential,N,15890,536887,34,2017-11-01,53675868.4007
94117,12,2017,Gas- Residential,N,15871,759548,48,2017-12-01,75936646.8028
94118,9,2017,Gas- Residential,N,14837,338400,23,2017-09-01,33831912.24
94118,10,2017,Gas- Residential,N,14827,428936,29,2017-10-01,42883348.4296
94118,11,2017,Gas- Residential,N,14851,556222,37,2017-11-01,55608906.2942
94118,12,2017,Gas- Residential,N,14821,803609,54,2017-12-01,80341693.7449
94121,9,2017,Gas- Residential,N,14894,317410,21,2017-09-01,31733413.901
